% Sunrise NO2 amf look-up table version 1.0
% Created by BIRA-IASB on 13/01/2010
% Contact: Francois Hendrick (franch@oma.be)
% Look-up table entries:
%    *Latitude: -85 deg to +85 deg by 10 deg; '-' for SH, '+' for NH
%    *Month: 1 (January) to 12 (December)
%    *Solar zenith angle (SZA): 10 30 50 70 80 82.5 85 86 87 88 89 90 91 92 deg
%    *Wavelength: 350 nm to 550 nm by 40 nm
% Fixed parameters:
%    *Ground albedo: 0 and 1
%    *Stratospheric aerosol loading corresponding to background conditions
% Atmospheric set up:
%    *NO2 profiles from Lambert et al. (2001) monthly zonal climatology 
%    *O3 profile from US standard 
%    *Temperature profiles from monthly zonal temperature climatology supplied with TOMS v.8 O3 profile climatology
% 
 Latitude = -85.0  Wavelength = 350.0 nm  Albedo = 0.0
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.24     1.68     3.02     5.38     6.67     8.70     9.85    11.29    13.09    15.34    18.07    20.93    23.28
   Month 2               1.06     1.24     1.67     3.02     5.38     6.68     8.73     9.89    11.35    13.20    15.52    18.36    21.41    23.98
   Month 3               1.06     1.23     1.66     3.00     5.37     6.69     8.78     9.98    11.50    13.43    15.90    19.00    22.49    25.62
   Month 4               1.05     1.21     1.64     2.97     5.36     6.71     8.87    10.13    11.74    13.82    16.54    20.10    24.33    28.34
   Month 5               1.04     1.20     1.62     2.94     5.34     6.70     8.89    10.17    11.81    13.96    16.78    20.54    25.14    29.74
   Month 6               1.04     1.19     1.61     2.93     5.32     6.66     8.83    10.10    11.71    13.80    16.54    20.15    24.60    29.18
   Month 7               1.04     1.20     1.61     2.94     5.33     6.67     8.84    10.09    11.70    13.77    16.47    19.98    24.15    28.07
   Month 8               1.04     1.20     1.62     2.96     5.36     6.72     8.91    10.18    11.82    13.95    16.73    20.36    24.56    28.12
   Month 9               1.04     1.21     1.63     2.97     5.38     6.74     8.92    10.20    11.83    13.94    16.69    20.22    24.13    27.21
   Month 10              1.05     1.22     1.65     2.99     5.38     6.72     8.85    10.08    11.64    13.63    16.17    19.35    22.75    25.44
   Month 11              1.06     1.23     1.67     3.01     5.38     6.69     8.77     9.96    11.45    13.33    15.69    18.59    21.65    24.14
   Month 12              1.06     1.24     1.68     3.02     5.38     6.67     8.71     9.86    11.31    13.12    15.37    18.11    20.99    23.35
 Latitude = -75.0  Wavelength = 350.0 nm  Albedo = 0.0
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.24     1.68     3.02     5.38     6.67     8.70     9.85    11.29    13.09    15.34    18.07    20.92    23.25
   Month 2               1.06     1.24     1.68     3.02     5.38     6.68     8.72     9.89    11.35    13.19    15.50    18.33    21.35    23.88
   Month 3               1.06     1.23     1.67     3.00     5.37     6.69     8.78     9.97    11.48    13.41    15.86    18.93    22.36    25.41
   Month 4               1.05     1.22     1.64     2.97     5.37     6.71     8.86    10.12    11.72    13.78    16.49    20.00    24.15    28.07
   Month 5               1.04     1.20     1.62     2.95     5.35     6.70     8.89    10.16    11.80    13.94    16.75    20.49    25.06    29.62
   Month 6               1.04     1.19     1.61     2.93     5.32     6.67     8.83    10.09    11.71    13.80    16.54    20.15    24.60    29.19
   Month 7               1.04     1.20     1.62     2.94     5.33     6.67     8.83    10.09    11.68    13.75    16.44    19.93    24.07    27.98
   Month 8               1.04     1.21     1.63     2.96     5.36     6.71     8.90    10.17    11.80    13.91    16.66    20.24    24.36    27.83
   Month 9               1.05     1.21     1.64     2.98     5.38     6.73     8.91    10.17    11.79    13.88    16.58    20.05    23.85    26.83
   Month 10              1.05     1.23     1.66     3.00     5.38     6.71     8.83    10.05    11.60    13.56    16.06    19.18    22.50    25.12
   Month 11              1.06     1.23     1.67     3.01     5.38     6.69     8.76     9.94    11.42    13.29    15.64    18.51    21.53    23.99
   Month 12              1.06     1.24     1.68     3.02     5.38     6.67     8.71     9.86    11.31    13.12    15.37    18.11    20.97    23.31
 Latitude = -65.0  Wavelength = 350.0 nm  Albedo = 0.0
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.24     1.68     3.02     5.38     6.67     8.70     9.86    11.30    13.11    15.36    18.09    20.94    23.25
   Month 2               1.06     1.24     1.68     3.02     5.38     6.68     8.72     9.89    11.34    13.18    15.48    18.30    21.27    23.75
   Month 3               1.06     1.24     1.67     3.01     5.38     6.69     8.77     9.96    11.46    13.37    15.80    18.82    22.17    25.10
   Month 4               1.05     1.22     1.65     2.98     5.37     6.71     8.85    10.10    11.68    13.73    16.39    19.83    23.85    27.60
   Month 5               1.04     1.21     1.63     2.96     5.35     6.70     8.87    10.14    11.77    13.88    16.66    20.34    24.83    29.30
   Month 6               1.04     1.20     1.62     2.94     5.33     6.67     8.83    10.08    11.69    13.77    16.49    20.09    24.53    29.11
   Month 7               1.04     1.20     1.62     2.95     5.34     6.67     8.82    10.06    11.65    13.69    16.34    19.79    23.85    27.70
   Month 8               1.05     1.21     1.64     2.97     5.37     6.71     8.87    10.13    11.73    13.80    16.48    19.94    23.87    27.18
   Month 9               1.05     1.22     1.65     2.99     5.38     6.73     8.87    10.12    11.70    13.74    16.36    19.68    23.28    26.11
   Month 10              1.06     1.23     1.67     3.01     5.39     6.71     8.80    10.00    11.51    13.43    15.87    18.87    22.05    24.59
   Month 11              1.06     1.24     1.67     3.02     5.38     6.69     8.74     9.92    11.38    13.24    15.56    18.39    21.36    23.77
   Month 12              1.06     1.24     1.68     3.02     5.38     6.67     8.71     9.87    11.31    13.13    15.39    18.13    20.99    23.31
 Latitude = -55.0  Wavelength = 350.0 nm  Albedo = 0.0
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
