% Sunrise NO2 amf look-up table version 1.1
% Created by BIRA-IASB on 07/12/2011
% Contact: Francois Hendrick (franch@oma.be)
% Look-up table entries:
%    *Latitude: -85 deg to +85 deg by 10 deg; '-' for SH, '+' for NH
%    *Month: 1 (January) to 12 (December)
%    *Solar zenith angle (SZA): 10 30 50 70 80 82.5 85 86 87 88 89 90 91 92 deg
%    *Wavelength: 350 nm to 550 nm by 40 nm
% Fixed parameters:
%    *Ground albedo: 0 and 1
%    *Stratospheric aerosol loading corresponding to background conditions
% Atmospheric set up:
%    *NO2 profiles:
%        Above 21km: from Lambert et al. (2001) monthly zonal climatology 
%        Between 17km and 12 km: SAOZ balloon climatology 
%        Exponential interpolation between 17 and 21 km 
%        NO2 concentration set to zero below 12 km 
%    *O3 profile from US standard 
%    *Temperature profiles from monthly zonal temperature climatology supplied with TOMS v.8 O3 profile climatology
% 
 Latitude = -85.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.24     1.69     3.04     5.36     6.61     8.55     9.63    10.97    12.63    14.68    17.15    19.74    21.90
   Month 2               1.06     1.24     1.69     3.04     5.36     6.62     8.56     9.65    11.01    12.69    14.78    17.31    20.02    22.34
   Month 3               1.06     1.24     1.69     3.04     5.36     6.61     8.56     9.65    11.01    12.70    14.80    17.39    20.24    22.80
   Month 4               1.06     1.25     1.69     3.04     5.35     6.61     8.55     9.64    10.99    12.68    14.79    17.39    20.31    22.99
   Month 5               1.06     1.24     1.69     3.03     5.34     6.59     8.54     9.63    10.98    12.67    14.78    17.40    20.40    23.30
   Month 6               1.04     1.21     1.63     2.96     5.33     6.64     8.72     9.91    11.41    13.33    15.78    18.92    22.69    26.55
   Month 7               1.04     1.21     1.64     2.98     5.33     6.64     8.70     9.88    11.37    13.25    15.65    18.67    22.15    25.36
   Month 8               1.04     1.21     1.64     2.98     5.36     6.68     8.79    10.00    11.54    13.51    16.04    19.26    22.88    25.86
   Month 9               1.04     1.21     1.64     2.98     5.38     6.72     8.86    10.10    11.69    13.73    16.37    19.76    23.52    26.51
   Month 10              1.05     1.23     1.67     3.01     5.38     6.67     8.72     9.88    11.34    13.18    15.49    18.34    21.36    23.76
   Month 11              1.05     1.24     1.68     3.03     5.37     6.64     8.62     9.73    11.11    12.84    14.97    17.54    20.24    22.47
   Month 12              1.06     1.25     1.70     3.05     5.36     6.61     8.53     9.60    10.92    12.55    14.55    16.93    19.42    21.48
 Latitude = -75.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.24     1.69     3.04     5.36     6.61     8.55     9.63    10.97    12.63    14.68    17.14    19.73    21.88
   Month 2               1.06     1.24     1.69     3.04     5.36     6.62     8.56     9.65    10.99    12.67    14.76    17.28    19.96    22.25
   Month 3               1.06     1.25     1.69     3.04     5.36     6.61     8.55     9.63    10.98    12.66    14.74    17.30    20.11    22.60
