% Sunset NO2 amf look-up table version 1.0
% Created by BIRA-IASB on 07/12/2011
% Contact: Francois Hendrick (franch@oma.be)
% Look-up table entries:
%    *Latitude: -85 deg to +85 deg by 10 deg; '-' for SH, '+' for NH
%    *Month: 1 (January) to 12 (December)
%    *Solar zenith angle (SZA): 10 30 50 70 80 82.5 85 86 87 88 89 90 91 92 deg
%    *Wavelength: 350 nm to 550 nm by 40 nm
% Fixed parameters:
%    *Ground albedo: 0 and 1
%    *Stratospheric aerosol loading corresponding to background conditions
% Atmospheric set up:
%    *NO2 profiles:
%        Above 21km: from Lambert et al. (2001) monthly zonal climatology 
%        Between 17km and 12 km: SAOZ balloon climatology 
%        Exponential interpolation between 17 and 21 km 
%        NO2 concentration set to zero below 12 km 
%    *O3 profile from US standard 
%    *Temperature profiles from monthly zonal temperature climatology supplied with TOMS v.8 O3 profile climatology
% 
 Latitude = -85.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.24     1.69     3.04     5.36     6.61     8.54     9.62    10.96    12.61    14.65    17.10    19.66    21.81
   Month 2               1.06     1.24     1.69     3.04     5.36     6.61     8.55     9.63    10.97    12.63    14.70    17.19    19.84    22.11
   Month 3               1.06     1.25     1.70     3.05     5.36     6.60     8.53     9.60    10.93    12.59    14.64    17.14    19.88    22.32
   Month 4               1.06     1.25     1.70     3.05     5.35     6.59     8.51     9.59    10.91    12.56    14.60    17.11    19.90    22.44
   Month 5               1.06     1.25     1.69     3.04     5.34     6.58     8.50     9.58    10.91    12.56    14.60    17.12    20.00    22.75
   Month 6               1.04     1.21     1.63     2.96     5.33     6.64     8.72     9.91    11.41    13.33    15.78    18.92    22.69    26.55
   Month 7               1.05     1.24     1.68     3.02     5.35     6.60     8.56     9.65    11.00    12.66    14.70    17.13    19.74    21.99
   Month 8               1.06     1.25     1.69     3.05     5.37     6.63     8.59     9.68    11.03    12.70    14.74    17.14    19.55    21.25
   Month 9               1.06     1.24     1.68     3.04     5.38     6.66     8.66     9.79    11.20    12.95    15.13    17.75    20.41    22.24
   Month 10              1.05     1.24     1.68     3.03     5.38     6.66     8.65     9.77    11.17    12.91    15.07    17.67    20.35    22.37
   Month 11              1.06     1.24     1.69     3.04     5.37     6.63     8.60     9.70    11.06    12.75    14.83    17.32    19.92    22.03
   Month 12              1.06     1.25     1.70     3.05     5.36     6.61     8.53     9.60    10.92    12.55    14.55    16.93    19.42    21.48
 Latitude = -75.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.69     3.04     5.36     6.61     8.54     9.62    10.95    12.61    14.64    17.09    19.65    21.78
   Month 2               1.06     1.25     1.69     3.04     5.36     6.61     8.54     9.62    10.96    12.62    14.67    17.15    19.78    22.02
   Month 3               1.06     1.25     1.70     3.05     5.35     6.60     8.51     9.58    10.91    12.55    14.58    17.05    19.74    22.13
   Month 4               1.06     1.25     1.70     3.05     5.35     6.59     8.49     9.55    10.86    12.49    14.50    16.96    19.69    22.17
   Month 5               1.06     1.25     1.70     3.04     5.34     6.57     8.48     9.54    10.85    12.48    14.50    16.99    19.83    22.58
   Month 6               1.04     1.21     1.63     2.97     5.33     6.64     8.71     9.90    11.39    13.30    15.75    18.88    22.65    26.52
   Month 7               1.06     1.24     1.68     3.03     5.34     6.60     8.53     9.61    10.95    12.59    14.60    17.00    19.57    21.83
   Month 8               1.06     1.25     1.70     3.05     5.37     6.62     8.56     9.64    10.96    12.60    14.59    16.92    19.25    20.91
   Month 9               1.06     1.24     1.69     3.04     5.38     6.65     8.63     9.75    11.13    12.85    14.98    17.52    20.08    21.84
   Month 10              1.06     1.24     1.69     3.04     5.38     6.65     8.62     9.73    11.11    12.82    14.94    17.47    20.08    22.06
   Month 11              1.06     1.24     1.69     3.04     5.37     6.63     8.58     9.67    11.02    12.70    14.76    17.23    19.80    21.89
   Month 12              1.06     1.25     1.70     3.05     5.36     6.61     8.53     9.60    10.91    12.54    14.54    16.92    19.40    21.44
 Latitude = -65.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.69     3.05     5.36     6.61     8.54     9.62    10.96    12.61    14.65    17.10    19.66    21.77
   Month 2               1.06     1.25     1.70     3.05     5.36     6.61     8.53     9.61    10.94    12.60    14.64    17.10    19.70    21.88
   Month 3               1.06     1.25     1.70     3.05     5.35     6.59     8.49     9.55    10.86    12.49    14.49    16.91    19.53    21.83
   Month 4               1.06     1.26     1.71     3.06     5.35     6.57     8.45     9.50    10.78    12.37    14.33    16.71    19.34    21.72
   Month 5               1.06     1.26     1.71     3.05     5.34     6.56     8.43     9.47    10.76    12.34    14.30    16.72    19.49    22.20
   Month 6               1.04     1.21     1.64     2.98     5.33     6.63     8.69     9.86    11.34    13.23    15.65    18.76    22.52    26.40
   Month 7               1.06     1.25     1.69     3.04     5.34     6.58     8.48     9.54    10.83    12.43    14.37    16.69    19.19    21.45
   Month 8               1.07     1.26     1.71     3.06     5.37     6.60     8.49     9.53    10.82    12.38    14.27    16.46    18.64    20.23
   Month 9               1.06     1.25     1.70     3.06     5.38     6.63     8.57     9.65    10.98    12.64    14.66    17.05    19.44    21.12
   Month 10              1.06     1.25     1.70     3.05     5.37     6.63     8.57     9.65    10.99    12.65    14.69    17.12    19.62    21.54
   Month 11              1.06     1.25     1.69     3.05     5.37     6.62     8.55     9.63    10.97    12.63    14.66    17.09    19.62    21.68
   Month 12              1.06     1.25     1.70     3.05     5.36     6.61     8.52     9.59    10.91    12.54    14.54    16.92    19.40    21.43
 Latitude = -55.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.69     3.04     5.35     6.60     8.52     9.59    10.92    12.58    14.62    17.09    19.73    22.04
   Month 2               1.06     1.24     1.68     3.03     5.35     6.61     8.56     9.66    11.03    12.74    14.87    17.50    20.38    23.02
   Month 3               1.05     1.24     1.68     3.02     5.34     6.61     8.59     9.71    11.10    12.86    15.08    17.86    21.03    24.09
   Month 4               1.05     1.23     1.67     3.01     5.33     6.59     8.57     9.68    11.07    12.82    15.04    17.83    21.10    24.42
   Month 5               1.05     1.23     1.67     3.00     5.32     6.58     8.55     9.66    11.04    12.79    15.00    17.80    21.16    24.74
   Month 6               1.05     1.22     1.66     2.99     5.32     6.59     8.59     9.72    11.14    12.93    15.21    18.12    21.64    25.42
   Month 7               1.05     1.23     1.66     3.00     5.33     6.60     8.60     9.73    11.15    12.95    15.23    18.12    21.58    25.13
   Month 8               1.05     1.23     1.67     3.01     5.34     6.62     8.62     9.75    11.18    12.97    15.25    18.12    21.46    24.70
   Month 9               1.05     1.23     1.68     3.02     5.36     6.63     8.62     9.75    11.16    12.94    15.18    17.98    21.10    23.93
   Month 10              1.06     1.24     1.69     3.04     5.36     6.61     8.56     9.65    11.01    12.71    14.81    17.39    20.17    22.58
   Month 11              1.06     1.25     1.70     3.05     5.36     6.60     8.52     9.59    10.91    12.56    14.58    17.03    19.62    21.81
   Month 12              1.06     1.25     1.70     3.05     5.35     6.59     8.49     9.55    10.86    12.48    14.46    16.84    19.36    21.49
 Latitude = -45.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.69     3.04     5.35     6.59     8.51     9.58    10.91    12.56    14.60    17.07    19.72    22.05
   Month 2               1.06     1.24     1.68     3.03     5.35     6.60     8.55     9.65    11.01    12.72    14.85    17.46    20.32    22.94
   Month 3               1.05     1.24     1.68     3.02     5.34     6.60     8.58     9.70    11.10    12.86    15.07    17.84    20.99    24.03
   Month 4               1.05     1.23     1.67     3.01     5.33     6.60     8.57     9.69    11.09    12.85    15.08    17.88    21.15    24.48
   Month 5               1.05     1.23     1.67     3.00     5.32     6.58     8.56     9.68    11.07    12.83    15.05    17.86    21.23    24.81
   Month 6               1.05     1.22     1.66     2.99     5.32     6.59     8.58     9.71    11.12    12.90    15.16    18.05    21.53    25.33
   Month 7               1.05     1.23     1.66     3.00     5.32     6.59     8.57     9.69    11.09    12.86    15.10    17.95    21.38    25.06
   Month 8               1.05     1.23     1.67     3.00     5.33     6.60     8.59     9.71    11.12    12.90    15.16    18.03    21.45    25.01
   Month 9               1.05     1.23     1.67     3.01     5.34     6.61     8.60     9.74    11.15    12.94    15.21    18.07    21.41    24.78
   Month 10              1.06     1.24     1.68     3.02     5.34     6.60     8.56     9.67    11.04    12.77    14.94    17.65    20.72    23.68
   Month 11              1.06     1.24     1.69     3.04     5.35     6.59     8.52     9.61    10.95    12.63    14.71    17.27    20.09    22.68
   Month 12              1.06     1.25     1.70     3.04     5.35     6.58     8.49     9.55    10.87    12.50    14.51    16.94    19.56    21.89
 Latitude = -35.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.70     3.04     5.34     6.58     8.50     9.57    10.89    12.54    14.57    17.04    19.69    22.03
   Month 2               1.06     1.24     1.69     3.03     5.34     6.59     8.53     9.62    10.97    12.67    14.78    17.36    20.22    22.90
   Month 3               1.05     1.24     1.68     3.01     5.33     6.59     8.56     9.68    11.07    12.81    15.01    17.75    20.90    23.99
   Month 4               1.05     1.23     1.67     3.01     5.33     6.59     8.57     9.69    11.09    12.85    15.08    17.88    21.15    24.50
   Month 5               1.05     1.23     1.66     3.00     5.32     6.59     8.58     9.71    11.12    12.90    15.15    18.00    21.38    24.97
   Month 6               1.05     1.22     1.65     2.99     5.32     6.60     8.61     9.75    11.18    12.99    15.29    18.22    21.76    25.61
   Month 7               1.05     1.22     1.66     2.99     5.31     6.59     8.58     9.71    11.13    12.92    15.19    18.09    21.60    25.45
   Month 8               1.05     1.23     1.66     3.00     5.32     6.59     8.59     9.72    11.14    12.93    15.21    18.11    21.60    25.33
   Month 9               1.05     1.23     1.67     3.00     5.34     6.61     8.61     9.74    11.16    12.96    15.25    18.14    21.53    24.99
   Month 10              1.05     1.24     1.68     3.02     5.34     6.60     8.57     9.68    11.07    12.82    15.01    17.75    20.86    23.86
   Month 11              1.06     1.24     1.69     3.03     5.34     6.59     8.53     9.62    10.97    12.66    14.77    17.36    20.22    22.83
   Month 12              1.06     1.25     1.70     3.04     5.34     6.58     8.48     9.54    10.86    12.49    14.51    16.95    19.61    21.99
 Latitude = -25.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.04     1.22     1.65     2.99     5.35     6.66     8.74     9.93    11.43    13.34    15.77    18.83    22.33    25.75
   Month 2               1.04     1.21     1.64     2.98     5.34     6.65     8.72     9.91    11.40    13.30    15.72    18.79    22.36    26.01
   Month 3               1.04     1.21     1.64     2.97     5.33     6.64     8.70     9.89    11.38    13.27    15.69    18.76    22.40    26.22
   Month 4               1.04     1.21     1.64     2.97     5.33     6.63     8.69     9.88    11.36    13.25    15.66    18.73    22.40    26.33
   Month 5               1.04     1.21     1.64     2.97     5.32     6.63     8.69     9.87    11.35    13.24    15.65    18.72    22.42    26.42
   Month 6               1.04     1.21     1.64     2.97     5.32     6.63     8.69     9.88    11.36    13.26    15.68    18.78    22.53    26.61
   Month 7               1.04     1.21     1.64     2.97     5.33     6.64     8.71     9.90    11.40    13.32    15.77    18.93    22.74    26.85
   Month 8               1.04     1.21     1.64     2.97     5.34     6.65     8.74     9.94    11.46    13.40    15.89    19.09    22.93    26.94
   Month 9               1.04     1.21     1.64     2.98     5.35     6.67     8.77     9.98    11.51    13.46    15.98    19.19    22.96    26.74
   Month 10              1.04     1.21     1.64     2.98     5.36     6.68     8.78     9.99    11.52    13.48    16.00    19.20    22.88    26.44
   Month 11              1.04     1.21     1.64     2.99     5.36     6.68     8.78     9.99    11.52    13.48    15.98    19.15    22.76    26.19
   Month 12              1.04     1.21     1.64     2.98     5.36     6.68     8.77     9.98    11.50    13.45    15.94    19.08    22.68    26.13
 Latitude = -15.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.04     1.21     1.64     2.98     5.33     6.63     8.69     9.87    11.34    13.22    15.61    18.63    22.20    26.01
   Month 2               1.04     1.21     1.64     2.97     5.33     6.63     8.69     9.86    11.34    13.22    15.61    18.64    22.26    26.14
   Month 3               1.04     1.21     1.64     2.97     5.32     6.62     8.67     9.85    11.33    13.20    15.59    18.63    22.28    26.26
   Month 4               1.04     1.21     1.64     2.97     5.31     6.61     8.67     9.84    11.32    13.19    15.58    18.63    22.34    26.47
   Month 5               1.04     1.21     1.63     2.96     5.31     6.61     8.67     9.84    11.32    13.20    15.60    18.67    22.43    26.66
   Month 6               1.04     1.21     1.64     2.96     5.32     6.62     8.68     9.86    11.35    13.24    15.66    18.77    22.55    26.76
   Month 7               1.04     1.21     1.64     2.97     5.33     6.63     8.71     9.89    11.39    13.30    15.75    18.88    22.67    26.75
   Month 8               1.04     1.21     1.64     2.97     5.34     6.65     8.73     9.92    11.43    13.35    15.81    18.97    22.72    26.63
   Month 9               1.04     1.21     1.64     2.98     5.34     6.66     8.74     9.94    11.45    13.38    15.85    18.99    22.68    26.44
   Month 10              1.04     1.21     1.64     2.98     5.35     6.66     8.74     9.94    11.45    13.38    15.85    18.98    22.62    26.29
   Month 11              1.04     1.21     1.64     2.98     5.35     6.66     8.74     9.94    11.45    13.37    15.83    18.94    22.56    26.20
   Month 12              1.04     1.21     1.64     2.98     5.34     6.66     8.74     9.93    11.44    13.36    15.81    18.92    22.54    26.21
 Latitude = -5.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.04     1.21     1.64     2.97     5.32     6.62     8.68     9.85    11.33    13.21    15.61    18.67    22.40    26.57
   Month 2               1.04     1.21     1.64     2.97     5.32     6.62     8.68     9.85    11.33    13.21    15.61    18.67    22.38    26.48
