 Latitude = 35.0  Altitude = 0.0  Wavelength = 440.0 nm  Albedo = 0.00  Month =  1  SZA = 30.00
   999.0             999.0
   999.0             999.0
   7.266e+18          1.20
   8.909e+18          1.21
   1.057e+19          1.21
   1.226e+19          1.22
   1.395e+19          1.22
   1.565e+19          1.23
   1.735e+19          1.23
   1.905e+19          1.23
 Latitude = 35.0  Altitude = 0.0  Wavelength = 440.0 nm  Albedo = 0.00  Month =  1  SZA = 50.00
   999.0             999.0
   999.0             999.0
   9.856e+18          1.63
   1.211e+19          1.64
   1.440e+19          1.65
   1.674e+19          1.66
   1.909e+19          1.67
   2.144e+19          1.68
   2.379e+19          1.69
   2.616e+19          1.69
 Latitude = 35.0  Altitude = 0.0  Wavelength = 440.0 nm  Albedo = 0.00  Month =  1  SZA = 70.00
   999.0             999.0
   999.0             999.0
   1.768e+19          2.92
   2.177e+19          2.95
   2.590e+19          2.97
   3.010e+19          2.99
   3.431e+19          3.00
   3.853e+19          3.02
   4.275e+19          3.03
   4.699e+19          3.04
 Latitude = 35.0  Altitude = 0.0  Wavelength = 440.0 nm  Albedo = 0.00  Month =  1  SZA = 80.00
   999.0             999.0
   999.0             999.0
   3.095e+19          5.12
   3.814e+19          5.16
   4.534e+19          5.19
   5.255e+19          5.21
   5.976e+19          5.23
   6.698e+19          5.25
   7.419e+19          5.26
   8.140e+19          5.27
 Latitude = 35.0  Altitude = 0.0  Wavelength = 440.0 nm  Albedo = 0.00  Month =  1  SZA = 82.50
   999.0             999.0
   999.0             999.0
   3.811e+19          6.30
   4.699e+19          6.36
   5.585e+19          6.40
   6.463e+19          6.41
   7.344e+19          6.43
   8.223e+19          6.44
   9.101e+19          6.45
   9.977e+19          6.46
 Latitude = 35.0  Altitude = 0.0  Wavelength = 440.0 nm  Albedo = 0.00  Month =  1  SZA = 85.00
   999.0             999.0
   999.0             999.0
   4.925e+19          8.15
   6.078e+19          8.22
   7.220e+19          8.27
   8.336e+19          8.27
   9.456e+19          8.28
   1.057e+20          8.29
   1.169e+20          8.29
   1.280e+20          8.28
 Latitude = 35.0  Altitude = 0.0  Wavelength = 440.0 nm  Albedo = 0.00  Month =  1  SZA = 86.00
   999.0             999.0
   999.0             999.0
   5.554e+19          9.19
   6.857e+19          9.28
   8.143e+19          9.33
   9.388e+19          9.32
   1.064e+20          9.32
   1.189e+20          9.32
   1.313e+20          9.31
   1.437e+20          9.30
 Latitude = 35.0  Altitude = 0.0  Wavelength = 440.0 nm  Albedo = 0.00  Month =  1  SZA = 87.00
   999.0             999.0
   999.0             999.0
   6.341e+19         10.49
   7.831e+19         10.60
   9.297e+19         10.65
   1.070e+20         10.62
   1.211e+20         10.61
   1.352e+20         10.59
   1.491e+20         10.57
   1.630e+20         10.55
 Latitude = 35.0  Altitude = 0.0  Wavelength = 440.0 nm  Albedo = 0.00  Month =  1  SZA = 88.00
   999.0             999.0
   999.0             999.0
   7.337e+19         12.14
